tmfreqs:, k index, k1, k2, k3, kmag/2pi, tm band 1, tm band 2, tm band 3, tm band 4, tm band 5, tm band 6, tm band 7, tm band 8, tm band 9, tm band 10, tm band 11, tm band 12, tm band 13, tm band 14, tm band 15, tm band 16, tm band 17, tm band 18, tm band 19, tm band 20, tm band 21, tm band 22, tm band 23, tm band 24, tm band 25, tm band 26, tm band 27, tm band 28, tm band 29, tm band 30, tm band 31, tm band 32, tm band 33, tm band 34, tm band 35, tm band 36, tm band 37, tm band 38, tm band 39, tm band 40, tm band 41, tm band 42, tm band 43, tm band 44, tm band 45, tm band 46, tm band 47, tm band 48, tm band 49, tm band 50
tmfreqs:, 1, 0.5, 0.5, 0, 0.141421, 0.0904454, 0.0904609, 0.0904609, 0.0944816, 0.190067, 0.190067, 0.190067, 0.190068, 0.19007, 0.190245, 0.190245, 0.203237, 0.237196, 0.237298, 0.237298, 0.240872, 0.246066, 0.246066, 0.246066, 0.257408, 0.267453, 0.26748, 0.26748, 0.279812, 0.3773, 0.423294, 0.423305, 0.426098, 0.426099, 0.460413, 0.460406, 0.460407, 0.460417, 0.460425, 0.46271, 0.462711, 0.465484, 0.465538, 0.469456, 0.469458, 0.469855, 0.474575, 0.480164, 0.480164, 0.490505, 0.499359, 0.49936, 0.511689, 0.51273, 0.51273
